location,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population
Canada,12/13/2020,462322,5659,13518,81,685,3140,,,149018,15877256,0.0512,19.5,,,,,,38067913
Canada,12/14/2020,470713,8391,13661,143,685,3335,,,131408,16008664,0.0521,19.2,5,5,,,,38067913
Canada,12/15/2020,477113,6400,13768,107,704,3499,,,123736,16132400,0.0516,19.4,727,727,,,722,38067913
Canada,12/16/2020,483750,6637,13896,128,720,3549,,,96979,16229379,0.052,19.2,3025,3025,,,2298,38067913
Canada,12/17/2020,491219,7469,14044,148,720,3556,,,127245,16356624,0.0525,19.1,7279,7279,,,4254,38067913
Canada,12/18/2020,498271,7052,14166,122,722,3506,,,136648,16493272,0.0525,19,11296,11296,,,4017,38067913
Canada,12/19/2020,504535,6264,14268,102,728,3542,,,147231,16640503,0.0525,19.1,12367,12367,,,1071,38067913
Canada,12/20/2020,510557,6022,14357,89,735,3506,,,142846,16783349,0.0532,18.8,13228,13228,,,861,38067913
Canada,12/21/2020,518075,7518,14467,110,728,3616,,,139628,16922977,0.0518,19.3,21073,21073,,,7845,38067913
Canada,12/22/2020,524243,6168,14588,121,728,3726,,,114755,17037732,0.0521,19.2,26862,26861,1,,5789,38067913
Canada,12/23/2020,531064,6821,14733,145,726,3725,,,102336,17140068,0.052,19.2,35547,35546,1,,8685,38067913
Canada,12/24/2020,537908,6844,14877,144,740,3694,,,129086,17269154,0.0512,19.5,45745,45744,1,,10198,38067913
Canada,12/25/2020,543786,5878,14983,106,740,3714,,,135871,17405025,0.0499,20,48792,48791,1,,3047,38067913
Canada,12/26/2020,549063,5277,15083,100,750,3491,,,128050,17533075,0.0499,20,48808,48807,1,,16,38067913
Canada,12/27/2020,554409,5346,15206,123,739,3596,,,99801,17632876,0.0516,19.4,52419,52418,1,,3611,38067913
Canada,12/28/2020,559790,5381,15318,112,757,3747,,,75543,17708419,0.0531,18.8,59041,59040,1,,6622,38067913
Canada,12/29/2020,568532,8742,15520,202,776,3776,,,78373,17786792,0.0591,16.9,72057,72055,2,,13016,38067913
Canada,12/30/2020,576299,7767,15625,105,793,4180,,,77400,17864192,0.0625,16,85497,85495,2,,13440,38067913
Canada,12/31/2020,583232,6933,15736,111,816,4187,,,100903,17965095,0.0651,15.4,98442,98440,2,,12945,38067913
Canada,1/1/2021,588735,5503,15819,83,817,4212,,,132528,18097623,0.0649,15.4,105404,105401,3,,6962,38067913
Canada,1/2/2021,595053,6318,15922,103,814,3970,,,132347,18229970,0.066,15.2,110048,110045,3,,4644,38067913
Canada,1/3/2021,604327,9274,15992,70,840,4012,,,112605,18342575,0.0703,14.2,115256,115253,3,,5208,38067913
Canada,1/4/2021,614104,9777,16224,232,833,4263,,,88136,18430711,0.0752,13.3,138858,138855,3,,23602,38067913
Canada,1/5/2021,621404,7300,16370,146,859,4457,,,83429,18514140,0.0727,13.8,156683,156677,6,,17825,38067913
Canada,1/6/2021,629780,8376,16506,136,870,4651,,,83472,18597612,0.0729,13.7,184772,184324,448,,28089,38067913
Canada,1/7/2021,638432,8652,16689,183,863,4592,,,118708,18716320,0.0735,13.6,221912,220488,1424,,37140,38067913
Canada,1/8/2021,647805,9373,16819,130,873,4554,,,135490,18851810,0.0783,12.8,263780,261086,2694,,41868,38067913
Canada,1/9/2021,654813,7008,16949,130,890,4527,,,146263,18998073,0.0778,12.9,299989,296053,3936,,36209,38067913
